"Notes"	"County"	"County Code"	"Ethnicity"	"Ethnicity Code"	Population
"Total"	"Ashtabula County, OH"	"39007"			97241
	"Athens County, OH"	"39009"	"Hispanic or Latino"	"2135-2"	1265
	"Athens County, OH"	"39009"	"Not Hispanic or Latino"	"2186-5"	64062
"Total"	"Athens County, OH"	"39009"			65327
	"Auglaize County, OH"	"39011"	"Hispanic or Latino"	"2135-2"	811
	"Auglaize County, OH"	"39011"	"Not Hispanic or Latino"	"2186-5"	44845
"Total"	"Auglaize County, OH"	"39011"			45656
	"Belmont County, OH"	"39013"	"Hispanic or Latino"	"2135-2"	758
	"Belmont County, OH"	"39013"	"Not Hispanic or Latino"	"2186-5"	66248
"Total"	"Belmont County, OH"	"39013"			67006
	"Brown County, OH"	"39015"	"Hispanic or Latino"	"2135-2"	538
	"Brown County, OH"	"39015"	"Not Hispanic or Latino"	"2186-5"	42894
"Total"	"Brown County, OH"	"39015"			43432
	"Butler County, OH"	"39017"	"Hispanic or Latino"	"2135-2"	19113
	"Butler County, OH"	"39017"	"Not Hispanic or Latino"	"2186-5"	364021
"Total"	"Butler County, OH"	"39017"			383134
	"Carroll County, OH"	"39019"	"Hispanic or Latino"	"2135-2"	343
	"Carroll County, OH"	"39019"	"Not Hispanic or Latino"	"2186-5"	26571
"Total"	"Carroll County, OH"	"39019"			26914
	"Champaign County, OH"	"39021"	"Hispanic or Latino"	"2135-2"	659
	"Champaign County, OH"	"39021"	"Not Hispanic or Latino"	"2186-5"	38226
"Total"	"Champaign County, OH"	"39021"			38885
	"Clark County, OH"	"39023"	"Hispanic or Latino"	"2135-2"	4851
	"Clark County, OH"	"39023"	"Not Hispanic or Latino"	"2186-5"	129232
"Total"	"Clark County, OH"	"39023"			134083
	"Clermont County, OH"	"39025"	"Hispanic or Latino"	"2135-2"	4273
	"Clermont County, OH"	"39025"	"Not Hispanic or Latino"	"2186-5"	202155
"Total"	"Clermont County, OH"	"39025"			206428
	"Clinton County, OH"	"39027"	"Hispanic or Latino"	"2135-2"	713
	"Clinton County, OH"	"39027"	"Not Hispanic or Latino"	"2186-5"	41255
"Total"	"Clinton County, OH"	"39027"			41968
	"Columbiana County, OH"	"39029"	"Hispanic or Latino"	"2135-2"	1937
	"Columbiana County, OH"	"39029"	"Not Hispanic or Latino"	"2186-5"	99946
"Total"	"Columbiana County, OH"	"39029"			101883
	"Coshocton County, OH"	"39031"	"Hispanic or Latino"	"2135-2"	429
	"Coshocton County, OH"	"39031"	"Not Hispanic or Latino"	"2186-5"	36171
"Total"	"Coshocton County, OH"	"39031"			36600
	"Crawford County, OH"	"39033"	"Hispanic or Latino"	"2135-2"	745
	"Crawford County, OH"	"39033"	"Not Hispanic or Latino"	"2186-5"	40749
"Total"	"Crawford County, OH"	"39033"			41494
	"Cuyahoga County, OH"	"39035"	"Hispanic or Latino"	"2135-2"	77343
	"Cuyahoga County, OH"	"39035"	"Not Hispanic or Latino"	"2186-5"	1157729
"Total"	"Cuyahoga County, OH"	"39035"			1235072
	"Darke County, OH"	"39037"	"Hispanic or Latino"	"2135-2"	863
	"Darke County, OH"	"39037"	"Not Hispanic or Latino"	"2186-5"	50250
"Total"	"Darke County, OH"	"39037"			51113
	"Defiance County, OH"	"39039"	"Hispanic or Latino"	"2135-2"	3947
	"Defiance County, OH"	"39039"	"Not Hispanic or Latino"	"2186-5"	34140
"Total"	"Defiance County, OH"	"39039"			38087
	"Delaware County, OH"	"39041"	"Hispanic or Latino"	"2135-2"	5860
	"Delaware County, OH"	"39041"	"Not Hispanic or Latino"	"2186-5"	203317
"Total"	"Delaware County, OH"	"39041"			209177
	"Erie County, OH"	"39043"	"Hispanic or Latino"	"2135-2"	3368
	"Erie County, OH"	"39043"	"Not Hispanic or Latino"	"2186-5"	70898
"Total"	"Erie County, OH"	"39043"			74266
	"Fairfield County, OH"	"39045"	"Hispanic or Latino"	"2135-2"	3741
	"Fairfield County, OH"	"39045"	"Not Hispanic or Latino"	"2186-5"	153833
"Total"	"Fairfield County, OH"	"39045"			157574
	"Fayette County, OH"	"39047"	"Hispanic or Latino"	"2135-2"	650
	"Fayette County, OH"	"39047"	"Not Hispanic or Latino"	"2186-5"	27875
"Total"	"Fayette County, OH"	"39047"			28525
	"Franklin County, OH"	"39049"	"Hispanic or Latino"	"2135-2"	76123
	"Franklin County, OH"	"39049"	"Not Hispanic or Latino"	"2186-5"	1240633
"Total"	"Franklin County, OH"	"39049"			1316756
	"Fulton County, OH"	"39051"	"Hispanic or Latino"	"2135-2"	3720
	"Fulton County, OH"	"39051"	"Not Hispanic or Latino"	"2186-5"	38406
"Total"	"Fulton County, OH"	"39051"			42126
	"Gallia County, OH"	"39053"	"Hispanic or Latino"	"2135-2"	429
	"Gallia County, OH"	"39053"	"Not Hispanic or Latino"	"2186-5"	29469
"Total"	"Gallia County, OH"	"39053"			29898
	"Geauga County, OH"	"39055"	"Hispanic or Latino"	"2135-2"	1537
	"Geauga County, OH"	"39055"	"Not Hispanic or Latino"	"2186-5"	92112
"Total"	"Geauga County, OH"	"39055"			93649
	"Greene County, OH"	"39057"	"Hispanic or Latino"	"2135-2"	5003
	"Greene County, OH"	"39057"	"Not Hispanic or Latino"	"2186-5"	163934
"Total"	"Greene County, OH"	"39057"			168937
	"Guernsey County, OH"	"39059"	"Hispanic or Latino"	"2135-2"	447
	"Guernsey County, OH"	"39059"	"Not Hispanic or Latino"	"2186-5"	38428
"Total"	"Guernsey County, OH"	"39059"			38875
	"Hamilton County, OH"	"39061"	"Hispanic or Latino"	"2135-2"	29074
	"Hamilton County, OH"	"39061"	"Not Hispanic or Latino"	"2186-5"	788399
"Total"	"Hamilton County, OH"	"39061"			817473
	"Hancock County, OH"	"39063"	"Hispanic or Latino"	"2135-2"	4358
	"Hancock County, OH"	"39063"	"Not Hispanic or Latino"	"2186-5"	71425
"Total"	"Hancock County, OH"	"39063"			75783
	"Hardin County, OH"	"39065"	"Hispanic or Latino"	"2135-2"	609
	"Hardin County, OH"	"39065"	"Not Hispanic or Latino"	"2186-5"	30756
"Total"	"Hardin County, OH"	"39065"			31365
	"Harrison County, OH"	"39067"	"Hispanic or Latino"	"2135-2"	181
	"Harrison County, OH"	"39067"	"Not Hispanic or Latino"	"2186-5"	14859
"Total"	"Harrison County, OH"	"39067"			15040
	"Henry County, OH"	"39069"	"Hispanic or Latino"	"2135-2"	2098
	"Henry County, OH"	"39069"	"Not Hispanic or Latino"	"2186-5"	24908
"Total"	"Henry County, OH"	"39069"			27006
	"Highland County, OH"	"39071"	"Hispanic or Latino"	"2135-2"	552
	"Highland County, OH"	"39071"	"Not Hispanic or Latino"	"2186-5"	42609
"Total"	"Highland County, OH"	"39071"			43161
	"Hocking County, OH"	"39073"	"Hispanic or Latino"	"2135-2"	322
	"Hocking County, OH"	"39073"	"Not Hispanic or Latino"	"2186-5"	27942
"Total"	"Hocking County, OH"	"39073"			28264
	"Holmes County, OH"	"39075"	"Hispanic or Latino"	"2135-2"	452
	"Holmes County, OH"	"39075"	"Not Hispanic or Latino"	"2186-5"	43508
"Total"	"Holmes County, OH"	"39075"			43960
	"Huron County, OH"	"39077"	"Hispanic or Latino"	"2135-2"	4021
	"Huron County, OH"	"39077"	"Not Hispanic or Latino"	"2186-5"	54245
"Total"	"Huron County, OH"	"39077"			58266
	"Jackson County, OH"	"39079"	"Hispanic or Latino"	"2135-2"	355
	"Jackson County, OH"	"39079"	"Not Hispanic or Latino"	"2186-5"	32058
"Total"	"Jackson County, OH"	"39079"			32413
	"Jefferson County, OH"	"39081"	"Hispanic or Latino"	"2135-2"	1073
	"Jefferson County, OH"	"39081"	"Not Hispanic or Latino"	"2186-5"	64252
"Total"	"Jefferson County, OH"	"39081"			65325
	"Knox County, OH"	"39083"	"Hispanic or Latino"	"2135-2"	978
	"Knox County, OH"	"39083"	"Not Hispanic or Latino"	"2186-5"	61344
"Total"	"Knox County, OH"	"39083"			62322
	"Lake County, OH"	"39085"	"Hispanic or Latino"	"2135-2"	10788
	"Lake County, OH"	"39085"	"Not Hispanic or Latino"	"2186-5"	219361
"Total"	"Lake County, OH"	"39085"			230149
	"Lawrence County, OH"	"39087"	"Hispanic or Latino"	"2135-2"	594
	"Lawrence County, OH"	"39087"	"Not Hispanic or Latino"	"2186-5"	58869
"Total"	"Lawrence County, OH"	"39087"			59463
	"Licking County, OH"	"39089"	"Hispanic or Latino"	"2135-2"	3674
	"Licking County, OH"	"39089"	"Not Hispanic or Latino"	"2186-5"	173188
"Total"	"Licking County, OH"	"39089"			176862
	"Logan County, OH"	"39091"	"Hispanic or Latino"	"2135-2"	938
	"Logan County, OH"	"39091"	"Not Hispanic or Latino"	"2186-5"	44734
"Total"	"Logan County, OH"	"39091"			45672
	"Lorain County, OH"	"39093"	"Hispanic or Latino"	"2135-2"	32185
	"Lorain County, OH"	"39093"	"Not Hispanic or Latino"	"2186-5"	277648
"Total"	"Lorain County, OH"	"39093"			309833
	"Lucas County, OH"	"39095"	"Hispanic or Latino"	"2135-2"	31604
	"Lucas County, OH"	"39095"	"Not Hispanic or Latino"	"2186-5"	396744
"Total"	"Lucas County, OH"	"39095"			428348
	"Madison County, OH"	"39097"	"Hispanic or Latino"	"2135-2"	1008
	"Madison County, OH"	"39097"	"Not Hispanic or Latino"	"2186-5"	43723
"Total"	"Madison County, OH"	"39097"			44731
	"Mahoning County, OH"	"39099"	"Hispanic or Latino"	"2135-2"	14772
	"Mahoning County, OH"	"39099"	"Not Hispanic or Latino"	"2186-5"	213911
"Total"	"Mahoning County, OH"	"39099"			228683
	"Marion County, OH"	"39101"	"Hispanic or Latino"	"2135-2"	1853
	"Marion County, OH"	"39101"	"Not Hispanic or Latino"	"2186-5"	63240
"Total"	"Marion County, OH"	"39101"			65093
	"Medina County, OH"	"39103"	"Hispanic or Latino"	"2135-2"	4135
	"Medina County, OH"	"39103"	"Not Hispanic or Latino"	"2186-5"	175611
"Total"	"Medina County, OH"	"39103"			179746
	"Meigs County, OH"	"39105"	"Hispanic or Latino"	"2135-2"	171
	"Meigs County, OH"	"39105"	"Not Hispanic or Latino"	"2186-5"	22736
"Total"	"Meigs County, OH"	"39105"			22907
	"Mercer County, OH"	"39107"	"Hispanic or Latino"	"2135-2"	814
	"Mercer County, OH"	"39107"	"Not Hispanic or Latino"	"2186-5"	40358
"Total"	"Mercer County, OH"	"39107"			41172
	"Miami County, OH"	"39109"	"Hispanic or Latino"	"2135-2"	2001
	"Miami County, OH"	"39109"	"Not Hispanic or Latino"	"2186-5"	104986
"Total"	"Miami County, OH"	"39109"			106987
	"Monroe County, OH"	"39111"	"Hispanic or Latino"	"2135-2"	110
	"Monroe County, OH"	"39111"	"Not Hispanic or Latino"	"2186-5"	13544
"Total"	"Monroe County, OH"	"39111"			13654
	"Montgomery County, OH"	"39113"	"Hispanic or Latino"	"2135-2"	17328
	"Montgomery County, OH"	"39113"	"Not Hispanic or Latino"	"2186-5"	514359
"Total"	"Montgomery County, OH"	"39113"			531687
	"Morgan County, OH"	"39115"	"Hispanic or Latino"	"2135-2"	145
	"Morgan County, OH"	"39115"	"Not Hispanic or Latino"	"2186-5"	14363
"Total"	"Morgan County, OH"	"39115"			14508
	"Morrow County, OH"	"39117"	"Hispanic or Latino"	"2135-2"	556
	"Morrow County, OH"	"39117"	"Not Hispanic or Latino"	"2186-5"	34772
"Total"	"Morrow County, OH"	"39117"			35328
	"Muskingum County, OH"	"39119"	"Hispanic or Latino"	"2135-2"	1041
	"Muskingum County, OH"	"39119"	"Not Hispanic or Latino"	"2186-5"	85174
"Total"	"Muskingum County, OH"	"39119"			86215
	"Noble County, OH"	"39121"	"Hispanic or Latino"	"2135-2"	101
	"Noble County, OH"	"39121"	"Not Hispanic or Latino"	"2186-5"	14323
"Total"	"Noble County, OH"	"39121"			14424
	"Ottawa County, OH"	"39123"	"Hispanic or Latino"	"2135-2"	2064
	"Ottawa County, OH"	"39123"	"Not Hispanic or Latino"	"2186-5"	38461
"Total"	"Ottawa County, OH"	"39123"			40525
	"Paulding County, OH"	"39125"	"Hispanic or Latino"	"2135-2"	909
	"Paulding County, OH"	"39125"	"Not Hispanic or Latino"	"2186-5"	17763
"Total"	"Paulding County, OH"	"39125"			18672
	"Perry County, OH"	"39127"	"Hispanic or Latino"	"2135-2"	316
	"Perry County, OH"	"39127"	"Not Hispanic or Latino"	"2186-5"	35818
"Total"	"Perry County, OH"	"39127"			36134
	"Pickaway County, OH"	"39129"	"Hispanic or Latino"	"2135-2"	848
	"Pickaway County, OH"	"39129"	"Not Hispanic or Latino"	"2186-5"	57609
"Total"	"Pickaway County, OH"	"39129"			58457
	"Pike County, OH"	"39131"	"Hispanic or Latino"	"2135-2"	319
	"Pike County, OH"	"39131"	"Not Hispanic or Latino"	"2186-5"	27453
"Total"	"Pike County, OH"	"39131"			27772
	"Portage County, OH"	"39133"	"Hispanic or Latino"	"2135-2"	3186
	"Portage County, OH"	"39133"	"Not Hispanic or Latino"	"2186-5"	159280
"Total"	"Portage County, OH"	"39133"			162466
	"Preble County, OH"	"39135"	"Hispanic or Latino"	"2135-2"	410
	"Preble County, OH"	"39135"	"Not Hispanic or Latino"	"2186-5"	40472
"Total"	"Preble County, OH"	"39135"			40882
	"Putnam County, OH"	"39137"	"Hispanic or Latino"	"2135-2"	2220
	"Putnam County, OH"	"39137"	"Not Hispanic or Latino"	"2186-5"	31641
"Total"	"Putnam County, OH"	"39137"			33861
	"Richland County, OH"	"39139"	"Hispanic or Latino"	"2135-2"	2491
	"Richland County, OH"	"39139"	"Not Hispanic or Latino"	"2186-5"	118663
"Total"	"Richland County, OH"	"39139"			121154
	"Ross County, OH"	"39141"	"Hispanic or Latino"	"2135-2"	1060
	"Ross County, OH"	"39141"	"Not Hispanic or Latino"	"2186-5"	75606
"Total"	"Ross County, OH"	"39141"			76666
	"Sandusky County, OH"	"39143"	"Hispanic or Latino"	"2135-2"	5941
	"Sandusky County, OH"	"39143"	"Not Hispanic or Latino"	"2186-5"	52577
"Total"	"Sandusky County, OH"	"39143"			58518
	"Scioto County, OH"	"39145"	"Hispanic or Latino"	"2135-2"	1049
	"Scioto County, OH"	"39145"	"Not Hispanic or Latino"	"2186-5"	74265
"Total"	"Scioto County, OH"	"39145"			75314
	"Seneca County, OH"	"39147"	"Hispanic or Latino"	"2135-2"	2985
	"Seneca County, OH"	"39147"	"Not Hispanic or Latino"	"2186-5"	52193
"Total"	"Seneca County, OH"	"39147"			55178
	"Shelby County, OH"	"39149"	"Hispanic or Latino"	"2135-2"	778
	"Shelby County, OH"	"39149"	"Not Hispanic or Latino"	"2186-5"	47812
"Total"	"Shelby County, OH"	"39149"			48590
	"Stark County, OH"	"39151"	"Hispanic or Latino"	"2135-2"	8252
	"Stark County, OH"	"39151"	"Not Hispanic or Latino"	"2186-5"	362354
"Total"	"Stark County, OH"	"39151"			370606
	"Summit County, OH"	"39153"	"Hispanic or Latino"	"2135-2"	12421
	"Summit County, OH"	"39153"	"Not Hispanic or Latino"	"2186-5"	528592
"Total"	"Summit County, OH"	"39153"			541013
	"Trumbull County, OH"	"39155"	"Hispanic or Latino"	"2135-2"	3831
	"Trumbull County, OH"	"39155"	"Not Hispanic or Latino"	"2186-5"	194143
"Total"	"Trumbull County, OH"	"39155"			197974
	"Tuscarawas County, OH"	"39157"	"Hispanic or Latino"	"2135-2"	2937
	"Tuscarawas County, OH"	"39157"	"Not Hispanic or Latino"	"2186-5"	89050
"Total"	"Tuscarawas County, OH"	"39157"			91987
	"Union County, OH"	"39159"	"Hispanic or Latino"	"2135-2"	1175
	"Union County, OH"	"39159"	"Not Hispanic or Latino"	"2186-5"	57813
"Total"	"Union County, OH"	"39159"			58988
	"Van Wert County, OH"	"39161"	"Hispanic or Latino"	"2135-2"	1056
	"Van Wert County, OH"	"39161"	"Not Hispanic or Latino"	"2186-5"	27219
"Total"	"Van Wert County, OH"	"39161"			28275
	"Vinton County, OH"	"39163"	"Hispanic or Latino"	"2135-2"	117
	"Vinton County, OH"	"39163"	"Not Hispanic or Latino"	"2186-5"	12968
"Total"	"Vinton County, OH"	"39163"			13085
	"Warren County, OH"	"39165"	"Hispanic or Latino"	"2135-2"	6835
	"Warren County, OH"	"39165"	"Not Hispanic or Latino"	"2186-5"	227767
"Total"	"Warren County, OH"	"39165"			234602
	"Washington County, OH"	"39167"	"Hispanic or Latino"	"2135-2"	696
	"Washington County, OH"	"39167"	"Not Hispanic or Latino"	"2186-5"	59215
"Total"	"Washington County, OH"	"39167"			59911
	"Wayne County, OH"	"39169"	"Hispanic or Latino"	"2135-2"	2382
	"Wayne County, OH"	"39169"	"Not Hispanic or Latino"	"2186-5"	113328
"Total"	"Wayne County, OH"	"39169"			115710
	"Williams County, OH"	"39171"	"Hispanic or Latino"	"2135-2"	1791
	"Williams County, OH"	"39171"	"Not Hispanic or Latino"	"2186-5"	34901
"Total"	"Williams County, OH"	"39171"			36692
	"Wood County, OH"	"39173"	"Hispanic or Latino"	"2135-2"	7472
	"Wood County, OH"	"39173"	"Not Hispanic or Latino"	"2186-5"	123345
"Total"	"Wood County, OH"	"39173"			130817
	"Wyandot County, OH"	"39175"	"Hispanic or Latino"	"2135-2"	732
	"Wyandot County, OH"	"39175"	"Not Hispanic or Latino"	"2186-5"	21040
"Total"	"Wyandot County, OH"	"39175"			21772
	"Adair County, OK"	"40001"	"Hispanic or Latino"	"2135-2"	1573
	"Adair County, OK"	"40001"	"Not Hispanic or Latino"	"2186-5"	20621
"Total"	"Adair County, OK"	"40001"			22194
	"Alfalfa County, OK"	"40003"	"Hispanic or Latino"	"2135-2"	341
	"Alfalfa County, OK"	"40003"	"Not Hispanic or Latino"	"2186-5"	5361
"Total"	"Alfalfa County, OK"	"40003"			5702
	"Atoka County, OK"	"40005"	"Hispanic or Latino"	"2135-2"	500
	"Atoka County, OK"	"40005"	"Not Hispanic or Latino"	"2186-5"	13258
"Total"	"Atoka County, OK"	"40005"			13758
	"Beaver County, OK"	"40007"	"Hispanic or Latino"	"2135-2"	1377
	"Beaver County, OK"	"40007"	"Not Hispanic or Latino"	"2186-5"	3934
"Total"	"Beaver County, OK"	"40007"			5311
	"Beckham County, OK"	"40009"	"Hispanic or Latino"	"2135-2"	3216
	"Beckham County, OK"	"40009"	"Not Hispanic or Latino"	"2186-5"	18643
"Total"	"Beckham County, OK"	"40009"			21859
	"Blaine County, OK"	"40011"	"Hispanic or Latino"	"2135-2"	1182
	"Blaine County, OK"	"40011"	"Not Hispanic or Latino"	"2186-5"	8247
"Total"	"Blaine County, OK"	"40011"			9429
	"Bryan County, OK"	"40013"	"Hispanic or Latino"	"2135-2"	3018
	"Bryan County, OK"	"40013"	"Not Hispanic or Latino"	"2186-5"	44977
"Total"	"Bryan County, OK"	"40013"			47995
	"Caddo County, OK"	"40015"	"Hispanic or Latino"	"2135-2"	3834
	"Caddo County, OK"	"40015"	"Not Hispanic or Latino"	"2186-5"	24928
"Total"	"Caddo County, OK"	"40015"			28762
	"Canadian County, OK"	"40017"	"Hispanic or Latino"	"2135-2"	14511
	"Canadian County, OK"	"40017"	"Not Hispanic or Latino"	"2186-5"	133795
"Total"	"Canadian County, OK"	"40017"			148306
	"Carter County, OK"	"40019"	"Hispanic or Latino"	"2135-2"	3687
	"Carter County, OK"	"40019"	"Not Hispanic or Latino"	"2186-5"	44424
"Total"	"Carter County, OK"	"40019"			48111
	"Cherokee County, OK"	"40021"	"Hispanic or Latino"	"2135-2"	3552
	"Cherokee County, OK"	"40021"	"Not Hispanic or Latino"	"2186-5"	45105
"Total"	"Cherokee County, OK"	"40021"			48657
	"Choctaw County, OK"	"40023"	"Hispanic or Latino"	"2135-2"	699
	"Choctaw County, OK"	"40023"	"Not Hispanic or Latino"	"2186-5"	13973
"Total"	"Choctaw County, OK"	"40023"			14672
	"Cimarron County, OK"	"40025"	"Hispanic or Latino"	"2135-2"	498
	"Cimarron County, OK"	"40025"	"Not Hispanic or Latino"	"2186-5"	1639
"Total"	"Cimarron County, OK"	"40025"			2137
	"Cleveland County, OK"	"40027"	"Hispanic or Latino"	"2135-2"	26249
	"Cleveland County, OK"	"40027"	"Not Hispanic or Latino"	"2186-5"	257765
"Total"	"Cleveland County, OK"	"40027"			284014
	"Coal County, OK"	"40029"	"Hispanic or Latino"	"2135-2"	240
	"Coal County, OK"	"40029"	"Not Hispanic or Latino"	"2186-5"	5255
"Total"	"Coal County, OK"	"40029"			5495
	"Comanche County, OK"	"40031"	"Hispanic or Latino"	"2135-2"	16318
	"Comanche County, OK"	"40031"	"Not Hispanic or Latino"	"2186-5"	104431
"Total"	"Comanche County, OK"	"40031"			120749
	"Cotton County, OK"	"40033"	"Hispanic or Latino"	"2135-2"	474
	"Cotton County, OK"	"40033"	"Not Hispanic or Latino"	"2186-5"	5192
"Total"	"Cotton County, OK"	"40033"			5666
	"Craig County, OK"	"40035"	"Hispanic or Latino"	"2135-2"	559
	"Craig County, OK"	"40035"	"Not Hispanic or Latino"	"2186-5"	13583
"Total"	"Craig County, OK"	"40035"			14142
	"Creek County, OK"	"40037"	"Hispanic or Latino"	"2135-2"	3292
	"Creek County, OK"	"40037"	"Not Hispanic or Latino"	"2186-5"	68230
"Total"	"Creek County, OK"	"40037"			71522
	"Custer County, OK"	"40039"	"Hispanic or Latino"	"2135-2"	5470
	"Custer County, OK"	"40039"	"Not Hispanic or Latino"	"2186-5"	23533
"Total"	"Custer County, OK"	"40039"			29003
	"Delaware County, OK"	"40041"	"Hispanic or Latino"	"2135-2"	1672
	"Delaware County, OK"	"40041"	"Not Hispanic or Latino"	"2186-5"	41337
"Total"	"Delaware County, OK"	"40041"			43009
	"Dewey County, OK"	"40043"	"Hispanic or Latino"	"2135-2"	371
	"Dewey County, OK"	"40043"	"Not Hispanic or Latino"	"2186-5"	4520
"Total"	"Dewey County, OK"	"40043"			4891
	"Ellis County, OK"	"40045"	"Hispanic or Latino"	"2135-2"	280
	"Ellis County, OK"	"40045"	"Not Hispanic or Latino"	"2186-5"	3579
"Total"	"Ellis County, OK"	"40045"			3859
	"Garfield County, OK"	"40047"	"Hispanic or Latino"	"2135-2"	8064
	"Garfield County, OK"	"40047"	"Not Hispanic or Latino"	"2186-5"	52992
"Total"	"Garfield County, OK"	"40047"			61056
	"Garvin County, OK"	"40049"	"Hispanic or Latino"	"2135-2"	2629
	"Garvin County, OK"	"40049"	"Not Hispanic or Latino"	"2186-5"	25082
"Total"	"Garvin County, OK"	"40049"			27711
	"Grady County, OK"	"40051"	"Hispanic or Latino"	"2135-2"	3373
	"Grady County, OK"	"40051"	"Not Hispanic or Latino"	"2186-5"	52461
"Total"	"Grady County, OK"	"40051"			55834
	"Grant County, OK"	"40053"	"Hispanic or Latino"	"2135-2"	253
	"Grant County, OK"	"40053"	"Not Hispanic or Latino"	"2186-5"	4080
"Total"	"Grant County, OK"	"40053"			4333
	"Greer County, OK"	"40055"	"Hispanic or Latino"	"2135-2"	683
	"Greer County, OK"	"40055"	"Not Hispanic or Latino"	"2186-5"	5029
"Total"	"Greer County, OK"	"40055"			5712
	"Harmon County, OK"	"40057"	"Hispanic or Latino"	"2135-2"	795
	"Harmon County, OK"	"40057"	"Not Hispanic or Latino"	"2186-5"	1858
